Source Name	Characteristics [organism]	Characteristics[organism status]	Characteristics [organism part]	Characteristics [disease]	Comment [Sample_title]	Comment [ENA_SAMPLE]	Comment [Sample_source_name]	Comment [Sample_title]	Protocol REF	Term Source REF	Extract Name	Comment [INSTRUMENT_MODEL]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SELECTION]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Material Type	Assay Name	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Term Source REF	Scan Name	Comment [ENA_RUN]	Comment[FASTQ_URI]	FactorValue [organism part]	FactorValue [disease]
GSM2081428 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_6	SRS1325447	Brain	BD_BA11_6	P-GSE78936-1	ArrayExpress	GSM2081428 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081428	SRX1615666	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206745	SRR3206745	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3206745/SRR3206745_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081428 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_6	SRS1325447	Brain	BD_BA11_6	P-GSE78936-1	ArrayExpress	GSM2081428 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081428	SRX1615666	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206745	SRR3206745	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3206745/SRR3206745_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081429 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_7	SRS1325446	Brain	BD_BA11_7	P-GSE78936-1	ArrayExpress	GSM2081429 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081429	SRX1615667	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206746	SRR3206746	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3206746/SRR3206746_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081429 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_7	SRS1325446	Brain	BD_BA11_7	P-GSE78936-1	ArrayExpress	GSM2081429 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081429	SRX1615667	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206746	SRR3206746	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3206746/SRR3206746_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081430 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_8	SRS1325445	Brain	BD_BA11_8	P-GSE78936-1	ArrayExpress	GSM2081430 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081430	SRX1615668	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206747	SRR3206747	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3206747/SRR3206747_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081430 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_8	SRS1325445	Brain	BD_BA11_8	P-GSE78936-1	ArrayExpress	GSM2081430 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081430	SRX1615668	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206747	SRR3206747	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3206747/SRR3206747_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081431 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_9	SRS1325443	Brain	BD_BA11_9	P-GSE78936-1	ArrayExpress	GSM2081431 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081431	SRX1615669	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206748	SRR3206748	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3206748/SRR3206748_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081431 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_9	SRS1325443	Brain	BD_BA11_9	P-GSE78936-1	ArrayExpress	GSM2081431 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081431	SRX1615669	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206748	SRR3206748	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3206748/SRR3206748_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081432 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_10	SRS1325444	Brain	BD_BA11_10	P-GSE78936-1	ArrayExpress	GSM2081432 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081432	SRX1615670	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206749	SRR3206749	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3206749/SRR3206749_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081432 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_10	SRS1325444	Brain	BD_BA11_10	P-GSE78936-1	ArrayExpress	GSM2081432 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081432	SRX1615670	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206749	SRR3206749	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3206749/SRR3206749_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081433 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_11	SRS1325442	Brain	BD_BA11_11	P-GSE78936-1	ArrayExpress	GSM2081433 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081433	SRX1615671	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206750	SRR3206750	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3206750/SRR3206750_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081433 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_11	SRS1325442	Brain	BD_BA11_11	P-GSE78936-1	ArrayExpress	GSM2081433 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081433	SRX1615671	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206750	SRR3206750	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3206750/SRR3206750_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081434 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_12	SRS1325441	Brain	BD_BA11_12	P-GSE78936-1	ArrayExpress	GSM2081434 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081434	SRX1615672	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206751	SRR3206751	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3206751/SRR3206751_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081434 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_12	SRS1325441	Brain	BD_BA11_12	P-GSE78936-1	ArrayExpress	GSM2081434 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081434	SRX1615672	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206751	SRR3206751	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3206751/SRR3206751_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081435 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_13	SRS1325440	Brain	BD_BA11_13	P-GSE78936-1	ArrayExpress	GSM2081435 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081435	SRX1615673	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206752	SRR3206752	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3206752/SRR3206752_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081435 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_13	SRS1325440	Brain	BD_BA11_13	P-GSE78936-1	ArrayExpress	GSM2081435 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081435	SRX1615673	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206752	SRR3206752	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3206752/SRR3206752_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081436 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_14	SRS1325439	Brain	BD_BA11_14	P-GSE78936-1	ArrayExpress	GSM2081436 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081436	SRX1615674	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206753	SRR3206753	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3206753/SRR3206753_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081436 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_14	SRS1325439	Brain	BD_BA11_14	P-GSE78936-1	ArrayExpress	GSM2081436 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081436	SRX1615674	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206753	SRR3206753	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3206753/SRR3206753_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081437 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_15	SRS1325438	Brain	BD_BA11_15	P-GSE78936-1	ArrayExpress	GSM2081437 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081437	SRX1615675	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206754	SRR3206754	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3206754/SRR3206754_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081437 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_15	SRS1325438	Brain	BD_BA11_15	P-GSE78936-1	ArrayExpress	GSM2081437 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081437	SRX1615675	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206754	SRR3206754	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3206754/SRR3206754_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081438 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_16	SRS1325436	Brain	BD_BA11_16	P-GSE78936-1	ArrayExpress	GSM2081438 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081438	SRX1615676	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206755	SRR3206755	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3206755/SRR3206755_1.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081438 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	bipolar disorder	BD_BA11_16	SRS1325436	Brain	BD_BA11_16	P-GSE78936-1	ArrayExpress	GSM2081438 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081438	SRX1615676	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206755	SRR3206755	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3206755/SRR3206755_2.fastq.gz	Brodmann (1909) area 11	bipolar disorder
GSM2081439 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_17	SRS1325437	Brain	Control_BA11_17	P-GSE78936-1	ArrayExpress	GSM2081439 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081439	SRX1615677	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206756	SRR3206756	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3206756/SRR3206756_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081439 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_17	SRS1325437	Brain	Control_BA11_17	P-GSE78936-1	ArrayExpress	GSM2081439 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081439	SRX1615677	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206756	SRR3206756	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3206756/SRR3206756_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081440 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_18	SRS1325435	Brain	Control_BA11_18	P-GSE78936-1	ArrayExpress	GSM2081440 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081440	SRX1615678	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206757	SRR3206757	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3206757/SRR3206757_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081440 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_18	SRS1325435	Brain	Control_BA11_18	P-GSE78936-1	ArrayExpress	GSM2081440 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081440	SRX1615678	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206757	SRR3206757	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3206757/SRR3206757_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081441 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_19	SRS1325434	Brain	Control_BA11_19	P-GSE78936-1	ArrayExpress	GSM2081441 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081441	SRX1615679	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206758	SRR3206758	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3206758/SRR3206758_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081441 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_19	SRS1325434	Brain	Control_BA11_19	P-GSE78936-1	ArrayExpress	GSM2081441 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081441	SRX1615679	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206758	SRR3206758	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3206758/SRR3206758_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081442 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_20	SRS1325433	Brain	Control_BA11_20	P-GSE78936-1	ArrayExpress	GSM2081442 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081442	SRX1615680	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206759	SRR3206759	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3206759/SRR3206759_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081442 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_20	SRS1325433	Brain	Control_BA11_20	P-GSE78936-1	ArrayExpress	GSM2081442 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081442	SRX1615680	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206759	SRR3206759	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3206759/SRR3206759_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081443 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_21	SRS1325431	Brain	Control_BA11_21	P-GSE78936-1	ArrayExpress	GSM2081443 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081443	SRX1615681	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206760	SRR3206760	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3206760/SRR3206760_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081443 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_21	SRS1325431	Brain	Control_BA11_21	P-GSE78936-1	ArrayExpress	GSM2081443 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081443	SRX1615681	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206760	SRR3206760	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3206760/SRR3206760_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081444 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_22	SRS1325432	Brain	Control_BA11_22	P-GSE78936-1	ArrayExpress	GSM2081444 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081444	SRX1615682	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206761	SRR3206761	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3206761/SRR3206761_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081444 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_22	SRS1325432	Brain	Control_BA11_22	P-GSE78936-1	ArrayExpress	GSM2081444 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081444	SRX1615682	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206761	SRR3206761	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3206761/SRR3206761_2.fastq.gz	Brodmann (1909) area 11	normal
