Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	36	6.896551724137931	2.7400721271435766E-22	ENSG00000149273, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000169062, ENSG00000197756, ENSG00000177600, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000151461, ENSG00000137818, ENSG00000125351, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	446	111	10943	7.957580899284935	5.137635238394206E-19	2.568817619197103E-19	2.556487294624957E-19
GOTERM_BP_ALL	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	36	6.896551724137931	1.026405453455134E-21	ENSG00000149273, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000169062, ENSG00000197756, ENSG00000177600, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000151461, ENSG00000137818, ENSG00000125351, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	446	115	10943	7.680795476701111	4.8477129566685975E-18	9.695425913337195E-19	9.559940393481117E-19
GOTERM_BP_FAT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	36	6.896551724137931	1.2006604876609097E-21	ENSG00000149273, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000169062, ENSG00000197756, ENSG00000177600, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000151461, ENSG00000137818, ENSG00000125351, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	445	115	10864	7.64248168050806	5.574666644209604E-18	1.1149333288419207E-18	1.101966195575183E-18
GOTERM_BP_DIRECT	GO:0006413~translational initiation	37	7.088122605363985	2.129863657354924E-21	ENSG00000149273, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000158417, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000067248, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000125977, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000104131, ENSG00000142676	446	125	10943	7.262618834080717	3.993494357540483E-18	1.3311647858468275E-18	1.3247751948747628E-18
GOTERM_CC_ALL	GO:0022626~cytosolic ribosome	34	6.513409961685824	2.3856566497602084E-20	ENSG00000149273, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000130255, ENSG00000121766, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	472	110	11628	7.614637904468414	1.555448135643656E-17	1.555448135643656E-17	1.48864974945037E-17
GOTERM_BP_ALL	GO:0070972~protein localization to endoplasmic reticulum	35	6.704980842911877	3.7765508962382963E-20	ENSG00000149273, ENSG00000182934, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000008952, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	446	119	10943	7.21643365866526	1.7836649882933475E-16	2.972774980488912E-17	2.931232920630291E-17
GOTERM_CC_5	GO:0022626~cytosolic ribosome	34	6.513409961685824	4.300072566929745E-20	ENSG00000149273, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000130255, ENSG00000121766, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	445	110	10728	7.451521961184882	2.0640348321262775E-17	2.0640348321262775E-17	1.986633525921542E-17
GOTERM_BP_FAT	GO:0070972~protein localization to endoplasmic reticulum	35	6.704980842911877	4.391924479872681E-20	ENSG00000149273, ENSG00000182934, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000008952, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	445	119	10864	7.180436219431593	2.0391705360048858E-16	3.3986175600081434E-17	3.359090239689289E-17
GOTERM_BP_DIRECT	GO:0019083~viral transcription	33	6.321839080459771	5.68820610429411E-20	ENSG00000149273, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	446	105	10943	7.711274823830879	1.0665386445551456E-16	2.666346611387864E-17	2.6535481476532024E-17
GOTERM_CC_FAT	GO:0022626~cytosolic ribosome	34	6.513409961685824	9.471080969083015E-20	ENSG00000149273, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000130255, ENSG00000121766, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000147403, ENSG00000142676	420	110	9841	7.242294372294373	5.758417229202473E-17	5.758417229202473E-17	5.663706419511644E-17
GOTERM_BP_ALL	GO:0016071~mRNA metabolic process	75	14.367816091954023	6.662232143883723E-19	ENSG00000185946, ENSG00000133226, ENSG00000142937, ENSG00000174891, ENSG00000117614, ENSG00000177600, ENSG00000169062, ENSG00000138433, ENSG00000134597, ENSG00000139644, ENSG00000142541, ENSG00000100941, ENSG00000109475, ENSG00000122257, ENSG00000163605, ENSG00000198730, ENSG00000138326, ENSG00000139218, ENSG00000116754, ENSG00000136942, ENSG00000120688, ENSG00000197958, ENSG00000144713, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000078687, ENSG00000164944, ENSG00000164985, ENSG00000149273, ENSG00000108848, ENSG00000145592, ENSG00000112306, ENSG00000134419, ENSG00000134453, ENSG00000126070, ENSG00000197756, ENSG00000060339, ENSG00000105939, ENSG00000130254, ENSG00000196504, ENSG00000130255, ENSG00000131981, ENSG00000145833, ENSG00000138376, ENSG00000156482, ENSG00000119707, ENSG00000186468, ENSG00000172809, ENSG00000105372, ENSG00000151461, ENSG00000096401, ENSG00000137818, ENSG00000134744, ENSG00000125351, ENSG00000198034, ENSG00000099995, ENSG00000118181, ENSG00000124380, ENSG00000008988, ENSG00000142192, ENSG00000134186, ENSG00000174444, ENSG00000115128, ENSG00000153006, ENSG00000177954, ENSG00000071082, ENSG00000114391, ENSG00000153914, ENSG00000122406, ENSG00000125676, ENSG00000089157, ENSG00000147403, ENSG00000163510, ENSG00000142676	446	589	10943	3.1242624498465896	3.1465722415562823E-15	4.495103202223261E-16	4.4322878705809287E-16
GOTERM_BP_FAT	GO:0016071~mRNA metabolic process	75	14.367816091954023	8.69890395577963E-19	ENSG00000185946, ENSG00000133226, ENSG00000142937, ENSG00000174891, ENSG00000117614, ENSG00000177600, ENSG00000169062, ENSG00000138433, ENSG00000134597, ENSG00000139644, ENSG00000142541, ENSG00000100941, ENSG00000109475, ENSG00000122257, ENSG00000163605, ENSG00000198730, ENSG00000138326, ENSG00000139218, ENSG00000116754, ENSG00000136942, ENSG00000120688, ENSG00000197958, ENSG00000144713, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000078687, ENSG00000164944, ENSG00000164985, ENSG00000149273, ENSG00000108848, ENSG00000145592, ENSG00000112306, ENSG00000134419, ENSG00000134453, ENSG00000126070, ENSG00000197756, ENSG00000060339, ENSG00000105939, ENSG00000130254, ENSG00000196504, ENSG00000130255, ENSG00000131981, ENSG00000145833, ENSG00000138376, ENSG00000156482, ENSG00000119707, ENSG00000186468, ENSG00000172809, ENSG00000105372, ENSG00000151461, ENSG00000096401, ENSG00000137818, ENSG00000134744, ENSG00000125351, ENSG00000198034, ENSG00000099995, ENSG00000118181, ENSG00000124380, ENSG00000008988, ENSG00000142192, ENSG00000134186, ENSG00000174444, ENSG00000115128, ENSG00000153006, ENSG00000177954, ENSG00000071082, ENSG00000114391, ENSG00000153914, ENSG00000122406, ENSG00000125676, ENSG00000089157, ENSG00000147403, ENSG00000163510, ENSG00000142676	445	589	10864	3.1086778199576504	4.038901106668483E-15	5.769858723812118E-16	5.702752893296104E-16
GOTERM_BP_5	GO:0016071~mRNA metabolic process	75	14.367816091954023	1.1485525092260255E-18	ENSG00000185946, ENSG00000133226, ENSG00000142937, ENSG00000174891, ENSG00000117614, ENSG00000177600, ENSG00000169062, ENSG00000138433, ENSG00000134597, ENSG00000139644, ENSG00000142541, ENSG00000100941, ENSG00000109475, ENSG00000122257, ENSG00000163605, ENSG00000198730, ENSG00000138326, ENSG00000139218, ENSG00000116754, ENSG00000136942, ENSG00000120688, ENSG00000197958, ENSG00000144713, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000078687, ENSG00000164944, ENSG00000164985, ENSG00000149273, ENSG00000108848, ENSG00000145592, ENSG00000112306, ENSG00000134419, ENSG00000134453, ENSG00000126070, ENSG00000197756, ENSG00000060339, ENSG00000105939, ENSG00000130254, ENSG00000196504, ENSG00000130255, ENSG00000131981, ENSG00000145833, ENSG00000138376, ENSG00000156482, ENSG00000119707, ENSG00000186468, ENSG00000172809, ENSG00000105372, ENSG00000151461, ENSG00000096401, ENSG00000137818, ENSG00000134744, ENSG00000125351, ENSG00000198034, ENSG00000099995, ENSG00000118181, ENSG00000124380, ENSG00000008988, ENSG00000142192, ENSG00000134186, ENSG00000174444, ENSG00000115128, ENSG00000153006, ENSG00000177954, ENSG00000071082, ENSG00000114391, ENSG00000153914, ENSG00000122406, ENSG00000125676, ENSG00000089157, ENSG00000147403, ENSG00000163510, ENSG00000142676	438	589	10628	3.0897504477056534	3.103388879928721E-15	1.5516944399643604E-15	1.5379118098536482E-15
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	102	19.54022988505747	4.036476469503251E-18	ENSG00000144161, ENSG00000142937, ENSG00000117614, ENSG00000134597, ENSG00000075292, ENSG00000142541, ENSG00000138398, ENSG00000122257, ENSG00000138326, ENSG00000137996, ENSG00000116754, ENSG00000136942, ENSG00000132466, ENSG00000137073, ENSG00000144713, ENSG00000164104, ENSG00000164985, ENSG00000149273, ENSG00000069275, ENSG00000198000, ENSG00000060339, ENSG00000105939, ENSG00000196504, ENSG00000130254, ENSG00000130255, ENSG00000131981, ENSG00000062485, ENSG00000156482, ENSG00000089048, ENSG00000234545, ENSG00000105372, ENSG00000123200, ENSG00000096401, ENSG00000138709, ENSG00000158417, ENSG00000134744, ENSG00000125351, ENSG00000099995, ENSG00000174720, ENSG00000134186, ENSG00000174444, ENSG00000177954, ENSG00000071082, ENSG00000055044, ENSG00000153914, ENSG00000122406, ENSG00000145220, ENSG00000089157, ENSG00000163714, ENSG00000189403, ENSG00000165732, ENSG00000147403, ENSG00000187109, ENSG00000133226, ENSG00000080608, ENSG00000121766, ENSG00000146701, ENSG00000164134, ENSG00000143436, ENSG00000100941, ENSG00000126777, ENSG00000163565, ENSG00000132424, ENSG00000137710, ENSG00000115866, ENSG00000139218, ENSG00000067248, ENSG00000132541, ENSG00000117523, ENSG00000197958, ENSG00000088205, ENSG00000137154, ENSG00000125977, ENSG00000166441, ENSG00000231500, ENSG00000254726, ENSG00000164944, ENSG00000111615, ENSG00000182934, ENSG00000108848, ENSG00000112306, ENSG00000134419, ENSG00000126070, ENSG00000197756, ENSG00000145833, ENSG00000186468, ENSG00000119707, ENSG00000156313, ENSG00000198034, ENSG00000118181, ENSG00000067225, ENSG00000198157, ENSG00000133858, ENSG00000008988, ENSG00000115128, ENSG00000112651, ENSG00000119711, ENSG00000102738, ENSG00000114391, ENSG00000168807, ENSG00000185129, ENSG00000142676	451	1016	11028	2.454859716814777	2.3330833993728795E-15	2.3330833993728795E-15	2.3330833993728795E-15
GOTERM_BP_ALL	GO:0006612~protein targeting to membrane	39	7.471264367816093	6.713067505204886E-18	ENSG00000149273, ENSG00000182934, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000008952, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000176749, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000101608, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000148498, ENSG00000187446, ENSG00000147403, ENSG00000142676	446	175	10943	5.467994875080078	3.170581782708268E-14	3.963227228385335E-15	3.907844421467394E-15
GOTERM_BP_FAT	GO:0006612~protein targeting to membrane	39	7.471264367816093	7.88181862373963E-18	ENSG00000149273, ENSG00000182934, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000008952, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000176749, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000101608, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000148498, ENSG00000187446, ENSG00000147403, ENSG00000142676	445	175	10864	5.440719101123596	3.65952838700231E-14	4.5744104837528875E-15	4.521208208042645E-15
GOTERM_BP_5	GO:0006612~protein targeting to membrane	39	7.471264367816093	9.430982550287043E-18	ENSG00000149273, ENSG00000182934, ENSG00000145592, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000197756, ENSG00000177600, ENSG00000008952, ENSG00000130255, ENSG00000142541, ENSG00000156482, ENSG00000186468, ENSG00000109475, ENSG00000172809, ENSG00000105372, ENSG00000137818, ENSG00000198034, ENSG00000118181, ENSG00000138326, ENSG00000008988, ENSG00000174444, ENSG00000176749, ENSG00000136942, ENSG00000177954, ENSG00000071082, ENSG00000101608, ENSG00000197958, ENSG00000144713, ENSG00000114391, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000122406, ENSG00000089157, ENSG00000148498, ENSG00000187446, ENSG00000147403, ENSG00000142676	438	175	10628	5.407592954990215	2.548251485087559E-14	8.49417161695853E-15	8.418723756556234E-15
