Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0022627~cytosolic small ribosomal subunit	13	2.490421455938697	4.5911596628713935E-8	ENSG00000149273, ENSG00000198034, ENSG00000118181, ENSG00000142937, ENSG00000134419, ENSG00000112306, ENSG00000138326, ENSG00000008988, ENSG00000177954, ENSG00000137154, ENSG00000231500, ENSG00000186468, ENSG00000105372	472	41	11628	7.811285655229433	1.91449529696186E-5	6.381711931391237E-6	6.289888738133809E-6
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	133	25.478927203065133	8.790118712698797E-6	ENSG00000185946, ENSG00000023330, ENSG00000144161, ENSG00000142937, ENSG00000169062, ENSG00000196843, ENSG00000075292, ENSG00000138398, ENSG00000128915, ENSG00000122257, ENSG00000058729, ENSG00000108984, ENSG00000175354, ENSG00000138326, ENSG00000152977, ENSG00000137996, ENSG00000116754, ENSG00000165156, ENSG00000164463, ENSG00000148516, ENSG00000108055, ENSG00000145241, ENSG00000011485, ENSG00000164104, ENSG00000144674, ENSG00000164985, ENSG00000149273, ENSG00000131467, ENSG00000196586, ENSG00000164190, ENSG00000114126, ENSG00000060339, ENSG00000196504, ENSG00000130254, ENSG00000117477, ENSG00000084676, ENSG00000138376, ENSG00000118418, ENSG00000119508, ENSG00000089048, ENSG00000101972, ENSG00000105372, ENSG00000123200, ENSG00000096401, ENSG00000125351, ENSG00000099995, ENSG00000173473, ENSG00000124380, ENSG00000135837, ENSG00000174720, ENSG00000114115, ENSG00000176749, ENSG00000058272, ENSG00000177954, ENSG00000048649, ENSG00000055044, ENSG00000080345, ENSG00000164086, ENSG00000153914, ENSG00000147642, ENSG00000163714, ENSG00000189403, ENSG00000165732, ENSG00000141027, ENSG00000177200, ENSG00000153234, ENSG00000133226, ENSG00000080608, ENSG00000244405, ENSG00000157557, ENSG00000145734, ENSG00000148848, ENSG00000146701, ENSG00000100941, ENSG00000138592, ENSG00000185115, ENSG00000084093, ENSG00000163565, ENSG00000108423, ENSG00000162599, ENSG00000132424, ENSG00000163605, ENSG00000069667, ENSG00000113328, ENSG00000139218, ENSG00000159202, ENSG00000096060, ENSG00000134324, ENSG00000196911, ENSG00000171634, ENSG00000130640, ENSG00000171988, ENSG00000120688, ENSG00000137154, ENSG00000231500, ENSG00000101745, ENSG00000155085, ENSG00000164944, ENSG00000162889, ENSG00000181788, ENSG00000111615, ENSG00000108848, ENSG00000154781, ENSG00000162924, ENSG00000112306, ENSG00000134419, ENSG00000150347, ENSG00000198721, ENSG00000196305, ENSG00000005483, ENSG00000166295, ENSG00000186468, ENSG00000119707, ENSG00000124177, ENSG00000153046, ENSG00000198034, ENSG00000118181, ENSG00000133739, ENSG00000035928, ENSG00000198157, ENSG00000114439, ENSG00000008988, ENSG00000115128, ENSG00000115641, ENSG00000119711, ENSG00000138182, ENSG00000128708, ENSG00000125676, ENSG00000181449, ENSG00000073614, ENSG00000163510, ENSG00000142676, ENSG00000181722	472	2311	11628	1.4177991771116767	0.003658785884902982	9.163698757988496E-4	9.031846977298014E-4
GOTERM_CC_DIRECT	GO:0016607~nuclear speck	22	4.21455938697318	1.3513213514012954E-5	ENSG00000132424, ENSG00000096401, ENSG00000133226, ENSG00000108848, ENSG00000198730, ENSG00000174891, ENSG00000109906, ENSG00000197579, ENSG00000138433, ENSG00000075292, ENSG00000196504, ENSG00000145833, ENSG00000120688, ENSG00000005483, ENSG00000138398, ENSG00000100941, ENSG00000164944, ENSG00000119707, ENSG00000125676, ENSG00000163565, ENSG00000163510, ENSG00000123200	472	181	11628	2.9943814963947935	0.0056192010060253095	0.0011270020070686805	0.0011107861508518647
GOTERM_CC_DIRECT	GO:0015935~small ribosomal subunit	8	1.532567049808429	4.355814180877512E-5	ENSG00000149273, ENSG00000198034, ENSG00000137154, ENSG00000118181, ENSG00000231500, ENSG00000186468, ENSG00000138326, ENSG00000008988	472	25	11628	7.883389830508475	0.018000167045623017	0.003027290855709871	0.002983732713901096
GOTERM_MF_DIRECT	GO:0003723~RNA binding	37	7.088122605363985	6.372586875624151E-5	ENSG00000149273, ENSG00000145592, ENSG00000134419, ENSG00000116747, ENSG00000134453, ENSG00000169062, ENSG00000075292, ENSG00000196504, ENSG00000134597, ENSG00000166432, ENSG00000138376, ENSG00000156482, ENSG00000109475, ENSG00000172809, ENSG00000151461, ENSG00000198034, ENSG00000099995, ENSG00000118181, ENSG00000137996, ENSG00000008988, ENSG00000174720, ENSG00000174444, ENSG00000132466, ENSG00000112651, ENSG00000071082, ENSG00000114391, ENSG00000088205, ENSG00000125977, ENSG00000166441, ENSG00000231500, ENSG00000078687, ENSG00000122406, ENSG00000163714, ENSG00000011485, ENSG00000185129, ENSG00000163510, ENSG00000142676	451	444	11028	2.0376940133037698	0.03610315553785959	0.012277850713702531	0.012277850713702531
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	6	1.1494252873563218	6.793338936920158E-5	ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	446	12	10943	12.267937219730943	0.11966025087807974	0.018196443581036136	0.018109100651847163
GOTERM_CC_DIRECT	GO:0070469~respiratory chain	7	1.3409961685823755	7.397004492843705E-5	ENSG00000130414, ENSG00000198695, ENSG00000198763, ENSG00000198840, ENSG00000198786, ENSG00000198712, ENSG00000198804	472	19	11628	9.076271186440678	0.03037574607007787	0.00440650124787975	0.004343098352226804
GOTERM_BP_DIRECT	GO:0071294~cellular response to zinc ion	6	1.1494252873563218	1.0671539546162272E-4	ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	446	13	10943	11.324249741290101	0.1814401512068351	0.025011420811317825	0.024891365991423497
GOTERM_BP_DIRECT	GO:0071276~cellular response to cadmium ion	6	1.1494252873563218	1.604787600127251E-4	ENSG00000011485, ENSG00000187193, ENSG00000087250, ENSG00000198417, ENSG00000125144, ENSG00000169715	446	14	10943	10.51537475976938	0.25998314283311985	0.03343307500265106	0.033272596242638335
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	17	3.256704980842912	2.0804092249915006E-4	ENSG00000185946, ENSG00000133226, ENSG00000108848, ENSG00000163605, ENSG00000174891, ENSG00000139218, ENSG00000134186, ENSG00000153006, ENSG00000116754, ENSG00000138433, ENSG00000075292, ENSG00000131981, ENSG00000138398, ENSG00000153914, ENSG00000164944, ENSG00000119707, ENSG00000125676	446	142	10943	2.937393418808817	0.3231633862627121	0.03900767296859064	0.0388204361383414
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	7	1.3409961685823755	2.445103874241459E-4	ENSG00000137818, ENSG00000089157, ENSG00000177600, ENSG00000104131, ENSG00000112651, ENSG00000071082, ENSG00000130255	446	23	10943	7.467440046792748	0.3679315442176073	0.0416779069472976	0.04147785299395057
GOTERM_MF_DIRECT	GO:0097100~supercoiled DNA binding	4	0.7662835249042145	2.6182655429464675E-4	ENSG00000149273, ENSG00000189403, ENSG00000164104, ENSG00000164985	451	4	11028	24.452328159645234	0.14023286775725685	0.037833937095576455	0.037833937095576455
GOTERM_BP_DIRECT	GO:0031122~cytoplasmic microtubule organization	7	1.3409961685823755	9.35355360673666E-4	ENSG00000168172, ENSG00000187446, ENSG00000065613, ENSG00000186439, ENSG00000131462, ENSG00000167216, ENSG00000130640	446	29	10943	5.922452450904593	0.827187452984751	0.1461492751052603	0.14544775858475506
GOTERM_MF_DIRECT	GO:0003690~double-stranded DNA binding	10	1.9157088122605364	0.0012130914838839888	ENSG00000120832, ENSG00000069275, ENSG00000035928, ENSG00000109906, ENSG00000241563, ENSG00000189403, ENSG00000163565, ENSG00000164104, ENSG00000130254, ENSG00000075292	451	65	11028	3.761896639945421	0.5036027094427009	0.14023337553698909	0.14023337553698909
GOTERM_BP_DIRECT	GO:0006275~regulation of DNA replication	5	0.9578544061302682	0.0014392178320091961	ENSG00000069275, ENSG00000108055, ENSG00000122257, ENSG00000132466, ENSG00000115355	446	13	10943	9.436874784408417	0.9329232265659798	0.20757949500132636	0.20658311342532001
GOTERM_CC_DIRECT	GO:0005634~nucleus	190	36.39846743295019	0.0017758618024444792	ENSG00000185946, ENSG00000178177, ENSG00000136938, ENSG00000144161, ENSG00000142937, ENSG00000186918, ENSG00000174891, ENSG00000198740, ENSG00000205364, ENSG00000196323, ENSG00000117614, ENSG00000173960, ENSG00000186081, ENSG00000169062, ENSG00000196843, ENSG00000138433, ENSG00000139644, ENSG00000075292, ENSG00000142541, ENSG00000138398, ENSG00000136770, ENSG00000011198, ENSG00000122257, ENSG00000106443, ENSG00000178104, ENSG00000175354, ENSG00000138326, ENSG00000152977, ENSG00000137996, ENSG00000116754, ENSG00000172766, ENSG00000132466, ENSG00000125817, ENSG00000165156, ENSG00000137073, ENSG00000196705, ENSG00000148516, ENSG00000123636, ENSG00000108055, ENSG00000145241, ENSG00000163659, ENSG00000187446, ENSG00000011485, ENSG00000164104, ENSG00000167216, ENSG00000164985, ENSG00000149273, ENSG00000131467, ENSG00000069275, ENSG00000198000, ENSG00000164904, ENSG00000196586, ENSG00000164190, ENSG00000137601, ENSG00000114126, ENSG00000187193, ENSG00000105939, ENSG00000197956, ENSG00000130254, ENSG00000131981, ENSG00000084676, ENSG00000189134, ENSG00000273274, ENSG00000138376, ENSG00000118418, ENSG00000119508, ENSG00000062485, ENSG00000156482, ENSG00000143294, ENSG00000120053, ENSG00000101972, ENSG00000014123, ENSG00000091879, ENSG00000169925, ENSG00000151461, ENSG00000096401, ENSG00000138709, ENSG00000158417, ENSG00000134744, ENSG00000125351, ENSG00000174963, ENSG00000174720, ENSG00000244754, ENSG00000174444, ENSG00000171574, ENSG00000176749, ENSG00000196458, ENSG00000177954, ENSG00000048649, ENSG00000055044, ENSG00000121039, ENSG00000080345, ENSG00000122406, ENSG00000145220, ENSG00000010219, ENSG00000089157, ENSG00000163714, ENSG00000189403, ENSG00000186017, ENSG00000165732, ENSG00000141027, ENSG00000187109, ENSG00000183943, ENSG00000177200, ENSG00000153234, ENSG00000133226, ENSG00000096872, ENSG00000170370, ENSG00000040275, ENSG00000246705, ENSG00000046651, ENSG00000244405, ENSG00000081019, ENSG00000213626, ENSG00000197579, ENSG00000119684, ENSG00000157557, ENSG00000166432, ENSG00000151729, ENSG00000121766, ENSG00000146701, ENSG00000164134, ENSG00000147872, ENSG00000084093, ENSG00000163565, ENSG00000162599, ENSG00000155366, ENSG00000163605, ENSG00000069667, ENSG00000173258, ENSG00000139218, ENSG00000067248, ENSG00000109906, ENSG00000132541, ENSG00000136866, ENSG00000134324, ENSG00000198417, ENSG00000196911, ENSG00000171634, ENSG00000164022, ENSG00000171988, ENSG00000121931, ENSG00000137154, ENSG00000125977, ENSG00000231500, ENSG00000254726, ENSG00000185222, ENSG00000155085, ENSG00000147862, ENSG00000162889, ENSG00000169715, ENSG00000181788, ENSG00000111615, ENSG00000108848, ENSG00000154781, ENSG00000162924, ENSG00000116747, ENSG00000150347, ENSG00000099840, ENSG00000197756, ENSG00000189171, ENSG00000130299, ENSG00000145833, ENSG00000168876, ENSG00000140386, ENSG00000125148, ENSG00000125144, ENSG00000146247, ENSG00000124177, ENSG00000165525, ENSG00000153046, ENSG00000256087, ENSG00000118181, ENSG00000215218, ENSG00000035928, ENSG00000067225, ENSG00000198157, ENSG00000172500, ENSG00000119950, ENSG00000151422, ENSG00000115641, ENSG00000143401, ENSG00000164442, ENSG00000138182, ENSG00000128708, ENSG00000188994, ENSG00000185129, ENSG00000181449, ENSG00000073614, ENSG00000181722	472	3922	11628	1.1934632105722607	0.5234547963953288	0.09256679645241848	0.09123490010058512
GOTERM_CC_DIRECT	GO:0016020~membrane	96	18.39080459770115	0.0020815943312849357	ENSG00000070882, ENSG00000021355, ENSG00000142937, ENSG00000046651, ENSG00000113732, ENSG00000186081, ENSG00000177600, ENSG00000139644, ENSG00000115355, ENSG00000157191, ENSG00000142541, ENSG00000164134, ENSG00000136770, ENSG00000115194, ENSG00000100941, ENSG00000126777, ENSG00000102003, ENSG00000142227, ENSG00000163565, ENSG00000112759, ENSG00000114857, ENSG00000135454, ENSG00000138326, ENSG00000115866, ENSG00000159720, ENSG00000116117, ENSG00000096060, ENSG00000117523, ENSG00000136942, ENSG00000132466, ENSG00000130640, ENSG00000164022, ENSG00000038427, ENSG00000197958, ENSG00000144713, ENSG00000088205, ENSG00000137154, ENSG00000166441, ENSG00000231500, ENSG00000100852, ENSG00000102158, ENSG00000105894, ENSG00000149273, ENSG00000131467, ENSG00000198162, ENSG00000111615, ENSG00000182934, ENSG00000176454, ENSG00000112306, ENSG00000134419, ENSG00000196586, ENSG00000198721, ENSG00000126070, ENSG00000175203, ENSG00000008952, ENSG00000196305, ENSG00000174437, ENSG00000196504, ENSG00000130255, ENSG00000131981, ENSG00000145833, ENSG00000118579, ENSG00000186187, ENSG00000156482, ENSG00000186468, ENSG00000101972, ENSG00000105372, ENSG00000014123, ENSG00000102189, ENSG00000168679, ENSG00000096401, ENSG00000105402, ENSG00000198034, ENSG00000135837, ENSG00000008988, ENSG00000198712, ENSG00000174444, ENSG00000119397, ENSG00000176749, ENSG00000172500, ENSG00000071082, ENSG00000055044, ENSG00000167114, ENSG00000114391, ENSG00000170759, ENSG00000122406, ENSG00000156471, ENSG00000168807, ENSG00000089157, ENSG00000165732, ENSG00000147403, ENSG00000141027, ENSG00000144136, ENSG00000100592, ENSG00000142676, ENSG00000187109	472	1775	11628	1.332403915015517	0.5805997354040549	0.09644720401620202	0.09505947446201206
GOTERM_BP_DIRECT	GO:0000027~ribosomal large subunit assembly	5	0.9578544061302682	0.005241332086085233	ENSG00000197958, ENSG00000114391, ENSG00000122406, ENSG00000147403, ENSG00000142676	446	18	10943	6.815520677628301	0.9999477043683039	0.7019641186721294	0.6985946909025031
GOTERM_CC_DIRECT	GO:0005730~nucleolus	44	8.42911877394636	0.006850384130661625	ENSG00000149273, ENSG00000111615, ENSG00000080608, ENSG00000198000, ENSG00000136938, ENSG00000196843, ENSG00000130255, ENSG00000121766, ENSG00000142541, ENSG00000166793, ENSG00000186468, ENSG00000089048, ENSG00000109475, ENSG00000101972, ENSG00000105372, ENSG00000163565, ENSG00000122257, ENSG00000109113, ENSG00000096401, ENSG00000134744, ENSG00000125351, ENSG00000118181, ENSG00000035928, ENSG00000198157, ENSG00000139218, ENSG00000109906, ENSG00000174444, ENSG00000136942, ENSG00000119950, ENSG00000197958, ENSG00000175906, ENSG00000055044, ENSG00000102738, ENSG00000138182, ENSG00000088205, ENSG00000137154, ENSG00000122406, ENSG00000145220, ENSG00000147202, ENSG00000147862, ENSG00000165732, ENSG00000164104, ENSG00000073614, ENSG00000142676	472	721	11628	1.5034203907002985	0.943098839159202	0.2775493275514976	0.2735558120471595
GOTERM_CC_DIRECT	GO:0030529~intracellular ribonucleoprotein complex	12	2.2988505747126435	0.007321445091286507	ENSG00000149273, ENSG00000142541, ENSG00000121766, ENSG00000138709, ENSG00000198034, ENSG00000137154, ENSG00000142937, ENSG00000122406, ENSG00000116747, ENSG00000174720, ENSG00000174444, ENSG00000089157	472	116	11628	2.548509643483343	0.9533122656979124	0.2775493275514976	0.2735558120471595
GOTERM_CC_DIRECT	GO:0045277~respiratory chain complex IV	3	0.5747126436781609	0.009303761056130632	ENSG00000198938, ENSG00000198712, ENSG00000198804	472	4	11628	18.47669491525424	0.9797140924303183	0.3027388585588653	0.29838290375945714
